year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Mid-level,Full-time,Financial Data Analyst,75000,On-site work
2022,Mid-level,Full-time,Data Engineer,84053,Full remote
2022,Mid-level,Full-time,Data Engineer,73546,Full remote
2022,Mid-level,Full-time,Data Engineer,98506,Full remote
2022,Mid-level,Full-time,Data Engineer,86193,Full remote
2022,Mid-level,Full-time,Data Engineer,84053,Full remote
2022,Mid-level,Full-time,Data Engineer,73546,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Analytics Engineer,102663,Full remote
2022,Senior,Full-time,Analytics Engineer,80041,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Engineer,104611,Full remote
2022,Senior,Full-time,Data Engineer,82280,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,On-site work
2022,Senior,Full-time,Data Scientist,141525,On-site work
2022,Senior,Full-time,Data Analyst,115000,On-site work
2022,Entry-level,Full-time,Data Scientist,31520,Partially remote
2022,Senior,Full-time,Data Operations Analyst,81000,Full remote
2022,Senior,Full-time,Data Operations Analyst,66000,Full remote
2022,Entry-level,Full-time,Data Analyst,46000,Full remote
2022,Entry-level,Full-time,Data Engineer,80000,Full remote
2022,Executive,Full-time,Machine Learning Scientist,200000,Full remote
2022,Executive,Full-time,Machine Learning Scientist,180000,Full remote
2022,Executive,Full-time,AI Scientist,200000,Full remote
2022,Senior,Full-time,Data Scientist,204100,On-site work
2022,Senior,Full-time,Data Scientist,136100,On-site work
2022,Senior,Full-time,Analytics Engineer,250000,On-site work
2022,Senior,Full-time,Analytics Engineer,63000,On-site work
2022,Mid-level,Full-time,Data Scientist,118208,On-site work
2022,Mid-level,Full-time,Data Scientist,110820,On-site work
2021,Entry-level,Part-time,Computer Vision Software Engineer,19073,Partially remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Scientist,191475,Full remote
2022,Senior,Full-time,Data Scientist,141525,Full remote
2022,Senior,Full-time,Data Specialist,95000,Full remote
2022,Senior,Full-time,Data Specialist,70000,Full remote
2022,Mid-level,Full-time,Applied Machine Learning Scientist,75000,Full remote
2022,Mid-level,Contract,Analytics Engineer,7500,Partially remote
2022,Mid-level,Full-time,Data Analyst,113000,On-site work
2022,Senior,Full-time,Data Scientist,170000,Full remote
2022,Senior,Full-time,Data Scientist,130000,Full remote
2022,Mid-level,Full-time,Data Analytics Consultant,113000,Full remote
2022,Mid-level,Full-time,Product Data Analyst,140000,Full remote
2021,Senior,Full-time,Data Analyst,50000,Full remote
2022,Mid-level,Full-time,BI Data Analyst,53368,Full remote
2022,Senior,Full-time,Data Scientist,175000,On-site work
2022,Senior,Full-time,Data Scientist,140000,On-site work
2022,Senior,Full-time,Lead Data Scientist,29944,Partially remote
2022,Senior,Full-time,Analytics Engineer,250000,On-site work
2022,Senior,Full-time,Analytics Engineer,63000,On-site work
2022,Senior,Full-time,Data Scientist,160000,On-site work
2022,Senior,Full-time,Data Scientist,119300,On-site work
2022,Mid-level,Full-time,Research Scientist,145000,Partially remote
2022,Senior,Full-time,Data Engineer,105000,On-site work
2022,Senior,Full-time,Data Engineer,90000,On-site work
2022,Senior,Full-time,ETL Developer,146200,Full remote
2022,Senior,Full-time,ETL Developer,124270,Full remote
2022,Mid-level,Full-time,Data Scientist,225000,On-site work
2022,Mid-level,Full-time,Data Scientist,160000,On-site work
2022,Mid-level,Full-time,Data Scientist,54634,Full remote
2022,Senior,Full-time,Data Engineer,185800,Full remote
2022,Senior,Full-time,Data Engineer,137400,Full remote
2022,Senior,Full-time,Analytics Engineer,245000,On-site work
2022,Senior,Full-time,Analytics Engineer,180000,On-site work
2022,Senior,Full-time,Analytics Engineer,203500,On-site work
2022,Senior,Full-time,Analytics Engineer,152000,On-site work
2022,Senior,Full-time,Data Engineer,250000,On-site work
2022,Senior,Full-time,Data Engineer,63000,On-site work
2022,Senior,Full-time,Machine Learning Infrastructure Engineer,186000,Full remote
2022,Senior,Full-time,Machine Learning Infrastructure Engineer,148800,Full remote
2022,Senior,Full-time,Lead Machine Learning Engineer,95386,Partially remote
2022,Mid-level,Full-time,Machine Learning Engineer,128058,Partially remote
2022,Entry-level,Full-time,Data Scientist,82000,On-site work
2022,Entry-level,Part-time,Data Scientist,110000,Full remote
2022,Mid-level,Full-time,Applied Machine Learning Scientist,173000,Partially remote
2022,Senior,Full-time,Data Scientist,203500,On-site work
2022,Senior,Full-time,Data Scientist,152000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,186000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,148800,Full remote
2022,Entry-level,Full-time,BI Data Analyst,6270,Full remote
2022,Mid-level,Full-time,Data Science Manager,158000,Full remote
2022,Mid-level,Full-time,Data Science Manager,134000,Full remote
2022,Senior,Full-time,Data Scientist,170000,Full remote
2022,Senior,Full-time,Data Scientist,120000,Full remote
2022,Executive,Full-time,Analytics Engineer,200000,Full remote
2022,Executive,Full-time,Analytics Engineer,150000,Full remote
2022,Senior,Full-time,Data Analyst,216200,On-site work
2022,Senior,Full-time,Data Analyst,144100,On-site work
2022,Mid-level,Full-time,Data Scientist,115573,On-site work
2022,Mid-level,Full-time,Data Scientist,89306,On-site work
2022,Senior,Full-time,ETL Developer,250000,On-site work
2022,Senior,Full-time,ETL Developer,63000,On-site work
2022,Senior,Full-time,Data Engineer,135000,Full remote
2022,Senior,Full-time,Data Engineer,85000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,135000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,85000,Full remote
2022,Senior,Full-time,Data Science Manager,206000,Full remote
2022,Senior,Full-time,Data Science Manager,175100,Full remote
2022,Senior,Full-time,Machine Learning Engineer,189650,On-site work
2022,Senior,Full-time,Machine Learning Engineer,164996,On-site work
2022,Senior,Full-time,Data Architect,149040,Full remote
2022,Senior,Full-time,Data Architect,113900,Full remote
2022,Senior,Full-time,Data Engineer,154000,Full remote
2022,Senior,Full-time,Data Engineer,126000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,200000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,150000,Full remote
2022,Senior,Full-time,Data Engineer,195700,On-site work
2022,Senior,Full-time,Data Engineer,130500,On-site work
2022,Senior,Full-time,Analytics Engineer,170000,Full remote
2022,Senior,Full-time,Analytics Engineer,135000,Full remote
2022,Mid-level,Full-time,Data Engineer,98506,On-site work
2022,Mid-level,Full-time,Data Engineer,73880,On-site work
2022,Senior,Full-time,Data Analyst,117000,Full remote
2022,Senior,Full-time,Data Analyst,99450,Full remote
2022,Senior,Full-time,Data Engineer,200000,Full remote
2022,Senior,Full-time,Data Engineer,135000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,193900,On-site work
2022,Senior,Full-time,Machine Learning Engineer,129300,On-site work
2022,Entry-level,Full-time,Machine Learning Engineer,55410,Full remote
2022,Senior,Full-time,Data Analyst,86193,On-site work
2022,Senior,Full-time,Data Analyst,61566,On-site work
2022,Senior,Full-time,Data Analyst,175000,Full remote
2022,Senior,Full-time,Data Analyst,130000,Full remote
2022,Senior,Full-time,Data Engineer,188100,On-site work
2022,Senior,Full-time,Data Engineer,139860,On-site work
2022,Senior,Full-time,Machine Learning Engineer,248700,On-site work
2022,Senior,Full-time,Machine Learning Engineer,167100,On-site work
2022,Mid-level,Full-time,Data Analyst,5723,Full remote
2022,Senior,Full-time,Data Scientist,123400,On-site work
2022,Senior,Full-time,Data Scientist,88100,On-site work
2022,Mid-level,Full-time,BI Data Analyst,50432,Full remote
2022,Senior,Full-time,Data Scientist,245000,On-site work
2022,Senior,Full-time,Data Scientist,205000,On-site work
2022,Senior,Full-time,Data Engineer,141300,On-site work
2022,Senior,Full-time,Data Engineer,102100,On-site work
2022,Senior,Full-time,Data Architect,141300,On-site work
2022,Senior,Full-time,Data Architect,102100,On-site work
2022,Entry-level,Full-time,Data Analyst,50000,Full remote
2022,Entry-level,Full-time,Data Scientist,84053,Full remote
2022,Mid-level,Full-time,Lead Data Scientist,61566,Partially remote
2022,Senior,Full-time,Data Architect,250000,On-site work
2022,Senior,Full-time,Data Architect,63000,On-site work
2022,Senior,Full-time,Data Science Manager,189500,Full remote
2022,Senior,Full-time,Data Science Manager,140100,Full remote
2022,Senior,Full-time,Data Engineer,177600,Full remote
2022,Senior,Full-time,Data Engineer,131300,Full remote
2022,Mid-level,Full-time,Data Engineer,24000,On-site work
2022,Mid-level,Full-time,Data Engineer,24000,On-site work
2022,Senior,Full-time,Data Engineer,250000,On-site work
2022,Senior,Full-time,Data Engineer,63000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,202900,Full remote
2022,Senior,Full-time,Machine Learning Engineer,131300,Full remote
2022,Senior,Full-time,Data Engineer,145000,Full remote
2022,Senior,Full-time,Data Engineer,115000,Full remote
2022,Entry-level,Full-time,Machine Learning Engineer,115000,Partially remote
2022,Mid-level,Full-time,Machine Learning Engineer,193900,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,129300,On-site work
2022,Senior,Full-time,Data Scientist,180000,Full remote
2022,Senior,Full-time,Data Scientist,140000,Full remote
2022,Mid-level,Full-time,Data Analyst,216200,On-site work
2022,Mid-level,Full-time,Data Analyst,144100,On-site work
2022,Senior,Full-time,Machine Learning Scientist,216000,On-site work
2022,Senior,Full-time,Machine Learning Scientist,144000,On-site work
2022,Entry-level,Full-time,Data Analyst,150000,Full remote
2021,Entry-level,Full-time,Machine Learning Research Engineer,12171,Full remote
2022,Mid-level,Full-time,Data Scientist,53416,Full remote
2022,Entry-level,Full-time,Applied Data Scientist,50000,Partially remote
2021,Senior,Full-time,Cloud Data Architect,250000,Partially remote
2022,Executive,Full-time,Research Scientist,84053,On-site work
2022,Mid-level,Full-time,Data Scientist,131752,Full remote
2022,Senior,Full-time,Analytics Engineer,48000,Full remote
2022,Executive,Full-time,Data Science Manager,260500,On-site work
2022,Executive,Full-time,Data Science Manager,175100,On-site work
2022,Senior,Full-time,Data Engineer,210000,Full remote
2022,Senior,Full-time,Data Engineer,100000,Full remote
2022,Entry-level,Full-time,Data Analyst,55000,Full remote
2022,Mid-level,Full-time,Data Analyst,130000,Full remote
2022,Senior,Full-time,Applied Machine Learning Scientist,77119,Full remote
2022,Entry-level,Full-time,Data Scientist,52008,Partially remote
2022,Mid-level,Freelance,Applied Machine Learning Scientist,30523,Full remote
2022,Senior,Full-time,Data Engineer,206699,On-site work
2022,Senior,Full-time,Data Engineer,99100,On-site work
2022,Mid-level,Full-time,Analytics Engineer,200000,On-site work
2022,Mid-level,Full-time,Analytics Engineer,54000,On-site work
2022,Senior,Full-time,Data Engineer,250000,On-site work
2022,Senior,Full-time,Data Engineer,63000,On-site work
2022,Senior,Full-time,Data Architect,250000,On-site work
2022,Senior,Full-time,Data Architect,63000,On-site work
2022,Senior,Full-time,Data Engineer,250000,On-site work
2022,Senior,Full-time,Data Engineer,63000,On-site work
2022,Entry-level,Full-time,Analytics Engineer,130000,Partially remote
2022,Senior,Full-time,Data Engineer,100000,On-site work
2022,Senior,Full-time,Data Engineer,80000,On-site work
2022,Senior,Full-time,Data Scientist,160000,On-site work
2022,Senior,Full-time,Data Scientist,100000,On-site work
2022,Senior,Full-time,Data Specialist,221300,Full remote
2022,Senior,Full-time,Data Specialist,148700,Full remote
2022,Entry-level,Full-time,Machine Learning Engineer,30000,Full remote
2022,Entry-level,Full-time,Data Analyst,28368,Partially remote
2022,Mid-level,Full-time,Data Engineer,91118,On-site work
2022,Mid-level,Full-time,Data Engineer,61566,On-site work
2022,Mid-level,Full-time,Data Scientist,60938,Full remote
2022,Senior,Full-time,Data Science Manager,249260,On-site work
2022,Senior,Full-time,Data Science Manager,185400,On-site work
2022,Senior,Full-time,Data Engineer,170000,Full remote
2022,Senior,Full-time,Data Engineer,130000,Full remote
2022,Mid-level,Full-time,Data Scientist,80036,Partially remote
2022,Senior,Full-time,Data Analyst,128875,Full remote
2022,Senior,Full-time,Data Analyst,93700,Full remote
2022,Senior,Full-time,Machine Learning Engineer,180000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,100000,Full remote
2022,Senior,Full-time,Data Analyst,136260,Full remote
2022,Senior,Full-time,Data Analyst,109280,Full remote
2022,Senior,Full-time,Data Scientist,160000,Full remote
2022,Senior,Full-time,Data Scientist,92000,Full remote
2022,Senior,Full-time,Data Engineer,200000,Full remote
2022,Senior,Full-time,Data Engineer,160000,Full remote
2022,Mid-level,Full-time,Data Engineer,135446,On-site work
2022,Mid-level,Full-time,Data Engineer,104663,On-site work
2022,Senior,Full-time,Data Analyst,117000,Full remote
2022,Senior,Full-time,Data Analyst,99450,Full remote
2022,Entry-level,Full-time,Data Engineer,129000,Full remote
2022,Entry-level,Full-time,Data Engineer,86000,Full remote
2020,Entry-level,Full-time,Data Engineer,13493,Full remote
2020,Entry-level,Full-time,Data Engineer,13493,Full remote
2022,Senior,Full-time,Data Scientist,160000,On-site work
2022,Senior,Full-time,Data Scientist,119300,On-site work
2022,Senior,Full-time,Business Data Analyst,100000,Full remote
2022,Mid-level,Full-time,Data Scientist,25000,Partially remote
2022,Mid-level,Full-time,Data Analyst,65257,Partially remote
2022,Mid-level,Full-time,AI Scientist,200000,Full remote
2022,Entry-level,Full-time,Machine Learning Developer,180000,Full remote
2022,Mid-level,Full-time,Data Scientist,153000,Full remote
2022,Senior,Full-time,Data Engineer,210000,Full remote
2022,Senior,Full-time,Data Engineer,100000,Full remote
2022,Senior,Full-time,Data Analyst,150075,Full remote
2022,Senior,Full-time,Data Analyst,110925,Full remote
2022,Mid-level,Full-time,Machine Learning Scientist,22800,Full remote
2022,Senior,Full-time,Data Scientist,160000,Full remote
2022,Senior,Full-time,Data Scientist,92000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,202900,Full remote
2022,Senior,Full-time,Machine Learning Engineer,131300,Full remote
2020,Entry-level,Full-time,Data Analyst,22809,Full remote
2022,Entry-level,Full-time,Data Analyst,15000,On-site work
2022,Senior,Full-time,Data Engineer,175000,Full remote
2022,Senior,Full-time,Data Engineer,135000,Full remote
2022,Senior,Full-time,Data Science Manager,133766,Full remote
2022,Entry-level,Full-time,Machine Learning Engineer,83000,On-site work
2022,Mid-level,Full-time,Data Engineer,92350,Full remote
2022,Mid-level,Full-time,Data Engineer,67723,Full remote
2022,Senior,Full-time,Data Scientist,186000,On-site work
2022,Senior,Full-time,Data Scientist,148800,On-site work
2022,Senior,Full-time,Data Analyst,112900,On-site work
2022,Senior,Full-time,Data Analyst,90320,On-site work
2022,Senior,Full-time,ML Engineer,240000,On-site work
2022,Senior,Full-time,ML Engineer,160000,On-site work
2022,Senior,Full-time,Data Science Manager,300000,Full remote
2022,Senior,Full-time,Data Science Manager,200000,Full remote
2022,Mid-level,Full-time,Data Engineer,65666,Partially remote
2022,Mid-level,Full-time,AI Scientist,200000,Full remote
2022,Mid-level,Full-time,Machine Learning Engineer,116976,On-site work
2022,Mid-level,Full-time,Machine Learning Engineer,92350,On-site work
2022,Mid-level,Full-time,AI Scientist,120000,On-site work
2022,Senior,Full-time,Data Analyst,112900,Full remote
2022,Senior,Full-time,Data Analyst,90320,Full remote
2022,Senior,Full-time,Data Analytics Manager,145000,Full remote
2022,Senior,Full-time,Data Analytics Manager,105400,Full remote
2020,Entry-level,Full-time,Data Scientist,49268,On-site work
2022,Mid-level,Full-time,Data Engineer,110820,On-site work
2022,Mid-level,Full-time,Data Engineer,92350,On-site work
2022,Senior,Full-time,Data Scientist,215300,Full remote
2022,Senior,Full-time,Data Scientist,158200,Full remote
2022,Senior,Full-time,Data Engineer,209100,Full remote
2022,Senior,Full-time,Data Engineer,154600,Full remote
2022,Senior,Full-time,Data Analyst,115934,On-site work
2022,Senior,Full-time,Data Analyst,81666,On-site work
2022,Senior,Full-time,Data Engineer,175000,Full remote
2022,Senior,Full-time,Data Engineer,155000,Full remote
2022,Mid-level,Full-time,Machine Learning Engineer,84053,Full remote
2022,Senior,Full-time,Data Analyst,164000,On-site work
2022,Senior,Full-time,Data Analyst,132000,On-site work
2022,Senior,Full-time,Data Scientist,170000,Full remote
2022,Senior,Full-time,Data Scientist,123000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,189650,On-site work
2022,Senior,Full-time,Machine Learning Engineer,164996,On-site work
2022,Mid-level,Full-time,ETL Developer,52533,On-site work
2022,Mid-level,Full-time,ETL Developer,52533,On-site work
2022,Executive,Full-time,Lead Data Engineer,115222,Full remote
2022,Senior,Full-time,Data Engineer,165400,Full remote
2022,Senior,Full-time,Data Engineer,132320,Full remote
2022,Senior,Full-time,Data Architect,208775,Full remote
2022,Senior,Full-time,Data Architect,147800,Full remote
2022,Senior,Full-time,Data Engineer,136994,Full remote
2022,Senior,Full-time,Data Engineer,101570,Full remote
2022,Senior,Full-time,Data Analyst,128875,Full remote
2022,Senior,Full-time,Data Analyst,93700,Full remote
2022,Executive,Full-time,Head of Machine Learning,76309,Partially remote
2022,Entry-level,Full-time,Machine Learning Engineer,35093,Full remote
2022,Senior,Full-time,Data Engineer,183600,Full remote
2022,Senior,Full-time,Data Engineer,100800,Full remote
2022,Mid-level,Full-time,Data Analyst,49253,Full remote
2022,Mid-level,Full-time,Data Analyst,36940,Full remote
2022,Mid-level,Full-time,Data Analyst,42026,Full remote
2022,Mid-level,Full-time,Data Analyst,31520,Full remote
2022,Mid-level,Full-time,Data Engineer,84053,Full remote
2022,Mid-level,Full-time,Data Engineer,73546,Full remote
2022,Mid-level,Full-time,Data Engineer,98506,Full remote
2022,Mid-level,Full-time,Data Engineer,86193,Full remote
2022,Mid-level,Full-time,Data Engineer,84053,Full remote
2022,Mid-level,Full-time,Data Engineer,73546,Full remote
2022,Senior,Full-time,Machine Learning Engineer,189650,On-site work
2022,Senior,Full-time,Machine Learning Engineer,164996,On-site work
2022,Mid-level,Full-time,Data Analyst,42026,Full remote
2022,Mid-level,Full-time,Data Analyst,31520,Full remote
2022,Mid-level,Full-time,Data Engineer,92350,Full remote
2022,Mid-level,Full-time,Data Engineer,73880,Full remote
2022,Senior,Full-time,Data Scientist,215300,On-site work
2022,Senior,Full-time,Data Scientist,140400,On-site work
2022,Mid-level,Full-time,Data Engineer,63040,Full remote
2022,Mid-level,Full-time,Data Engineer,47280,Full remote
2022,Senior,Full-time,Data Scientist,260000,Full remote
2022,Senior,Full-time,Data Scientist,180000,Full remote
2022,Mid-level,Full-time,Data Scientist,67723,On-site work
2022,Mid-level,Full-time,Data Scientist,43096,On-site work
2022,Mid-level,Full-time,Data Engineer,63040,Full remote
2022,Mid-level,Full-time,Data Engineer,47280,Full remote
2022,Mid-level,Full-time,Data Engineer,73880,Full remote
2022,Mid-level,Full-time,Data Engineer,55410,Full remote
2021,Mid-level,Full-time,Machine Learning Engineer,51064,Partially remote
2022,Senior,Full-time,Data Science Engineer,60000,Full remote
2022,Mid-level,Full-time,Data Engineer,82900,On-site work
2022,Mid-level,Full-time,Data Engineer,63900,On-site work
2022,Mid-level,Full-time,Machine Learning Scientist,160000,Full remote
2022,Mid-level,Full-time,Machine Learning Scientist,112300,Full remote
2022,Mid-level,Full-time,Data Science Manager,241000,Full remote
2022,Mid-level,Full-time,Data Science Manager,159000,Full remote
2022,Senior,Full-time,Data Scientist,180000,On-site work
2022,Senior,Full-time,Data Scientist,80000,On-site work
2022,Mid-level,Full-time,Data Analyst,58000,On-site work
2022,Mid-level,Full-time,Data Analyst,58000,On-site work
2022,Senior,Full-time,Data Engineer,136000,On-site work
2022,Senior,Full-time,Data Engineer,108800,On-site work
2022,Executive,Full-time,Data Engineer,242000,Full remote
2022,Executive,Full-time,Data Engineer,200000,Full remote
2022,Mid-level,Full-time,Data Scientist,61566,On-site work
2022,Mid-level,Full-time,Data Scientist,36940,On-site work
2022,Mid-level,Full-time,Data Engineer,73880,On-site work
2022,Mid-level,Full-time,Data Engineer,49253,On-site work
2022,Senior,Full-time,Data Scientist,165220,Full remote
2022,Senior,Full-time,Data Scientist,120160,Full remote
2022,Senior,Full-time,Data Analyst,124190,Full remote
2022,Senior,Full-time,Data Analyst,90320,Full remote
2022,Senior,Full-time,Data Engineer,181940,On-site work
2022,Senior,Full-time,Data Engineer,132320,On-site work
2022,Senior,Full-time,Data Engineer,220110,On-site work
2022,Senior,Full-time,Data Engineer,160080,On-site work
2022,Senior,Full-time,Data Scientist,180000,On-site work
2022,Senior,Full-time,Data Scientist,120000,On-site work
2022,Mid-level,Full-time,Data Analyst,126500,On-site work
2022,Mid-level,Full-time,Data Analyst,106260,On-site work
2022,Senior,Full-time,Data Analyst,116000,On-site work
2022,Senior,Full-time,Data Analyst,99000,On-site work
2022,Senior,Full-time,Data Analyst,155000,Full remote
2022,Senior,Full-time,Data Analyst,120600,Full remote
2022,Mid-level,Full-time,Data Scientist,130000,On-site work
2022,Mid-level,Full-time,Data Scientist,90000,On-site work
2022,Mid-level,Full-time,Data Engineer,170000,Full remote
2022,Mid-level,Full-time,Data Engineer,150000,Full remote
2022,Senior,Full-time,Data Analyst,102100,Full remote
2022,Senior,Full-time,Data Analyst,84900,Full remote
2022,Senior,Full-time,Data Scientist,136620,Full remote
2022,Senior,Full-time,Data Scientist,99360,Full remote
2022,Senior,Full-time,Data Scientist,110820,On-site work
2022,Senior,Full-time,Data Scientist,98506,On-site work
2022,Senior,Full-time,Data Scientist,146000,Full remote
2022,Senior,Full-time,Data Scientist,123000,Full remote
2022,Entry-level,Full-time,Data Engineer,49253,Full remote
2022,Entry-level,Full-time,Data Engineer,43096,Full remote
2022,Executive,Full-time,Data Analyst,130000,Full remote
2022,Executive,Full-time,Data Analyst,110000,Full remote
2022,Senior,Full-time,Data Analyst,170000,Full remote
2022,Senior,Full-time,Data Analyst,135000,Full remote
2022,Senior,Full-time,Data Science Manager,161342,Full remote
2022,Senior,Full-time,Data Science Manager,137141,Full remote
2022,Senior,Full-time,Data Scientist,167000,Full remote
2022,Senior,Full-time,Data Scientist,123000,Full remote
2022,Senior,Full-time,Data Engineer,73880,On-site work
2022,Senior,Full-time,Data Engineer,61566,On-site work
2022,Senior,Full-time,Data Scientist,211500,Full remote
2022,Senior,Full-time,Data Scientist,138600,Full remote
2022,Senior,Full-time,Data Architect,192400,Full remote
2022,Senior,Full-time,Data Architect,90700,Full remote
2022,Senior,Full-time,Data Analyst,130000,Full remote
2022,Senior,Full-time,Data Analyst,61300,Full remote
2022,Senior,Full-time,Data Analyst,130000,Full remote
2022,Senior,Full-time,Data Analyst,61300,Full remote
2022,Senior,Full-time,Data Engineer,160000,On-site work
2022,Senior,Full-time,Data Engineer,113000,On-site work
2022,Senior,Full-time,Data Scientist,150000,On-site work
2022,Senior,Full-time,Data Scientist,95550,On-site work
2022,Mid-level,Full-time,Data Analyst,167000,Full remote
2022,Mid-level,Full-time,Data Analyst,115500,Full remote
2022,Senior,Full-time,Data Analyst,112900,Full remote
2022,Senior,Full-time,Data Analyst,90320,Full remote
2022,Senior,Full-time,Data Analyst,112900,Full remote
2022,Senior,Full-time,Data Analyst,90320,Full remote
2022,Senior,Full-time,Data Engineer,165400,Full remote
2022,Senior,Full-time,Data Engineer,132320,Full remote
2022,Senior,Full-time,Data Engineer,243900,Full remote
2022,Senior,Full-time,Data Engineer,156600,Full remote
2022,Senior,Full-time,Data Analyst,136600,Full remote
2022,Senior,Full-time,Data Analyst,109280,Full remote
2022,Senior,Full-time,Data Engineer,128875,Full remote
2022,Senior,Full-time,Data Engineer,93700,Full remote
2022,Executive,Full-time,Head of Data Science,224000,Full remote
2022,Executive,Full-time,Head of Data Science,167875,Full remote
2022,Executive,Full-time,Analytics Engineer,175000,Full remote
2022,Executive,Full-time,Analytics Engineer,135000,Full remote
2022,Senior,Full-time,Data Engineer,209100,Full remote
2022,Senior,Full-time,Data Engineer,154600,Full remote
2022,Senior,Full-time,Data Engineer,180000,Full remote
2022,Senior,Full-time,Data Engineer,160000,Full remote
2022,Senior,Full-time,Data Scientist,205300,On-site work
2022,Senior,Full-time,Data Scientist,140400,On-site work
2022,Senior,Full-time,Data Scientist,176000,Full remote
2022,Senior,Full-time,Data Scientist,144000,Full remote
2022,Senior,Full-time,Data Engineer,200100,Full remote
2022,Senior,Full-time,Data Engineer,160000,Full remote
2022,Senior,Full-time,Data Engineer,70500,On-site work
2022,Senior,Full-time,Data Engineer,54000,On-site work
2022,Senior,Full-time,Data Scientist,205300,On-site work
2022,Senior,Full-time,Data Scientist,140400,On-site work
2022,Senior,Full-time,Analytics Engineer,205300,On-site work
2022,Senior,Full-time,Analytics Engineer,184700,On-site work
2022,Senior,Full-time,Data Engineer,175100,Full remote
2022,Senior,Full-time,Data Engineer,140250,Full remote
2022,Senior,Full-time,Data Analyst,116150,Full remote
2022,Senior,Full-time,Data Analyst,99050,Full remote
2022,Senior,Full-time,Data Engineer,145000,Full remote
2022,Senior,Full-time,Data Engineer,130000,Full remote
2022,Senior,Full-time,Data Analyst,112900,Full remote
2022,Senior,Full-time,Data Analyst,90320,Full remote
2022,Mid-level,Full-time,Data Analyst,85000,On-site work
2022,Mid-level,Full-time,Data Analyst,75000,On-site work
2022,Senior,Full-time,Machine Learning Engineer,214000,Full remote
2022,Senior,Full-time,Machine Learning Engineer,192600,Full remote
2022,Senior,Full-time,Data Architect,266400,Full remote
2022,Senior,Full-time,Data Architect,213120,Full remote
2022,Senior,Full-time,Data Engineer,155000,Full remote
2022,Senior,Full-time,Data Engineer,115000,Full remote
2022,Mid-level,Full-time,Data Scientist,141300,On-site work
2022,Mid-level,Full-time,Data Scientist,102100,On-site work
2022,Senior,Full-time,Data Analyst,115934,Full remote
2022,Senior,Full-time,Data Analyst,81666,Full remote
2022,Mid-level,Full-time,Data Engineer,206699,On-site work
2022,Mid-level,Full-time,Data Engineer,99100,On-site work
2022,Senior,Full-time,Data Engineer,130000,Full remote
2022,Senior,Full-time,Data Engineer,110500,Full remote
2022,Mid-level,Full-time,Data Analyst,61566,On-site work
2022,Mid-level,Full-time,Data Analyst,43096,On-site work
2022,Senior,Full-time,Data Analyst,80000,Full remote
2022,Senior,Full-time,Data Analyst,60000,Full remote
2022,Senior,Full-time,Data Architect,192564,Full remote
2022,Senior,Full-time,Data Architect,144854,Full remote
2022,Senior,Full-time,Data Scientist,230000,Full remote
2022,Senior,Full-time,Data Scientist,150000,Full remote
2022,Senior,Full-time,Data Analytics Manager,150260,Full remote
2022,Senior,Full-time,Data Analytics Manager,109280,Full remote
2022,Senior,Full-time,Data Analyst,170000,Full remote
2022,Senior,Full-time,Data Analyst,150000,Full remote
2022,Mid-level,Full-time,Data Scientist,160000,Full remote
2022,Mid-level,Full-time,Data Scientist,130000,Full remote
2022,Entry-level,Full-time,Data Analyst,67000,On-site work
2022,Entry-level,Full-time,Data Analyst,52000,On-site work
2022,Senior,Full-time,Data Engineer,154000,Full remote
2022,Senior,Full-time,Data Engineer,126000,Full remote
2022,Senior,Full-time,Data Analyst,129000,On-site work
